year,category,rank,player,team,value
1901,,Statistic,Name(s),Team(s),#
1901,,Base on Balls,Dummy Hoy,Chicago,86
1901,,Batting Average,Nap Lajoie,Philadelphia,.426
1901,,Doubles,Nap Lajoie,Philadelphia,48
1901,,Hits,Nap Lajoie,Philadelphia,232
1901,,Home Runs,Nap Lajoie,Philadelphia,14
1901,,On Base Percentage,Nap Lajoie,Philadelphia,.463
1901,,RBI,Nap Lajoie,Philadelphia,125
1901,,Runs,Nap Lajoie,Philadelphia,145
1901,,Slugging Average,Nap Lajoie,Philadelphia,.643
1901,,Stolen Bases,Frank Isbell,Chicago,52
1901,,Total Bases,Nap Lajoie,Philadelphia,350
1901,,Triples,Bill Keister,Baltimore,21
1901,,Statistic,Name(s),Team(s),#
1901,,Statistic,Name(s),Team(s),#
1901,,Complete Games,Joe McGinnity,Baltimore,39
1901,,ERA,Cy Young,Boston,1.62
1901,,Games,Joe McGinnity,Baltimore,48
1901,,Saves,Bill Hoffer,Cleveland,3
1901,,Shutouts,Clark Griffith,Chicago,5
1901,,Strikeouts,Cy Young,Boston,158
1901,,Winning Percentage,Clark Griffith,Chicago,.774
1901,,Wins,Cy Young,Boston,33
1901,,Statistic,Name(s),Team(s),#
1902,,Statistic,Name(s),Team(s),#
1902,,Base on Balls,Topsy Hartsel,Philadelphia,87
1902,,Batting Average,Ed Delahanty,Washington,.376
1902,,Doubles,Harry Davis,Philadelphia,43
1902,,Hits,Charlie Hickman,Boston,193
1902,,Home Runs,Socks Seybold,Philadelphia,16
1902,,On Base Percentage,Ed Delahanty,Washington,.453
1902,,RBI,Buck Freeman,Boston,121
1902,,Runs,Dave Fultz,Philadelphia,109
1902,,Slugging Average,Ed Delahanty,Washington,.590
1902,,Stolen Bases,Topsy Hartsel,Philadelphia,47
1902,,Total Bases,Charlie Hickman,Boston,288
1902,,Triples,Jimmy Williams,Baltimore,21
1902,,Statistic,Name(s),Team(s),#
1902,,Statistic,Name(s),Team(s),#
1902,,Complete Games,Cy Young,Boston,41
1902,,ERA,Ed Siever,Detroit,1.91
1902,,Games,Cy Young,Boston,45
1902,,Saves,Jack Powell,St. Louis,2
1902,,Shutouts,Addie Joss,Cleveland,5
1902,,Strikeouts,Rube Waddell,Philadelphia,210
1902,,Winning Percentage,Bill Bernhard,Philadelphia,.783
1902,,Wins,Cy Young,Boston,32
1902,,Statistic,Name(s),Team(s),#
1903,,Statistic,Name(s),Team(s),#
1903,,Base on Balls,Jimmy Barrett,Detroit,74
1903,,Batting Average,Nap Lajoie,Cleveland,.344
1903,,Doubles,Socks Seybold,Philadelphia,45
1903,,Hits,Patsy Dougherty,Boston,195
1903,,Home Runs,Buck Freeman,Boston,13
1903,,On Base Percentage,Jimmy Barrett,Detroit,.407
1903,,RBI,Buck Freeman,Boston,104
1903,,Runs,Patsy Dougherty,Boston,107
1903,,Slugging Average,Nap Lajoie,Cleveland,.518
1903,,Stolen Bases,Harry Bay,Cleveland,45
1903,,Total Bases,Buck Freeman,Boston,281
1903,,Triples,Sam Crawford,Detroit,25
1903,,Statistic,Name(s),Team(s),#
1903,,Statistic,Name(s),Team(s),#
1903,,Complete Games,Bill Donovan,Detroit,34
1903,,ERA,Earl Moore,Cleveland,1.74
1903,,Games,Eddie Plank,Philadelphia,43
1903,,Saves,Bill Dinneen,Boston,2
1903,,Shutouts,Cy Young,Boston,7
1903,,Strikeouts,Rube Waddell,Philadelphia,302
1903,,Winning Percentage,Cy Young,Boston,.757
1903,,Wins,Cy Young,Boston,28
1903,,Statistic,Name(s),Team(s),#
1904,,Statistic,Name(s),Team(s),#
1904,,Base on Balls,Jimmy Barrett,Detroit,79
1904,,Batting Average,Nap Lajoie,Cleveland,.376
1904,,Doubles,Nap Lajoie,Cleveland,49
1904,,Hits,Nap Lajoie,Cleveland,211
1904,,Home Runs,Harry Davis,Philadelphia,10
1904,,On Base Percentage,Nap Lajoie,Cleveland,.413
1904,,RBI,Nap Lajoie,Cleveland,102
1904,,Runs,Patsy Dougherty,Boston,113
1904,,Slugging Average,Nap Lajoie,Cleveland,.552
1904,,Stolen Bases,Harry Bay,Cleveland,38
1904,,Total Bases,Nap Lajoie,Cleveland,305
1904,,Triples,Joe Cassidy,Washington,19
1904,,Statistic,Name(s),Team(s),#
1904,,Statistic,Name(s),Team(s),#
1904,,Complete Games,Jack Chesbro,New York,48
1904,,ERA,Addie Joss,Cleveland,1.59
1904,,Games,Jack Chesbro,New York,55
1904,,Saves,Case Patten,Washington,3
1904,,Shutouts,Cy Young,Boston,10
1904,,Strikeouts,Rube Waddell,Philadelphia,349
1904,,Winning Percentage,Jack Chesbro,New York,.774
1904,,Wins,Jack Chesbro,New York,41
1904,,Statistic,Name(s),Team(s),#
1905,,Statistic,Name(s),Team(s),#
1905,,Base on Balls,Topsy Hartsel,Philadelphia,121
1905,,Batting Average,Elmer Flick,Cleveland,.308
1905,,Doubles,Harry Davis,Philadelphia,47
1905,,Hits,George Stone,St. Louis,187
1905,,Home Runs,Harry Davis,Philadelphia,8
1905,,On Base Percentage,Topsy Hartsel,Philadelphia,.409
1905,,RBI,Harry Davis,Philadelphia,83
1905,,Runs,Harry Davis,Philadelphia,93
1905,,Slugging Average,Elmer Flick,Cleveland,.462
1905,,Stolen Bases,Danny Hoffman,Philadelphia,46
1905,,Total Bases,George Stone,St. Louis,259
1905,,Triples,Elmer Flick,Cleveland,18
1905,,Statistic,Name(s),Team(s),#
1905,,Statistic,Name(s),Team(s),#
1905,,Complete Games,Harry Howell,St. Louis,35
1905,,ERA,Rube Waddell,Philadelphia,1.48
1905,,Games,Rube Waddell,Philadelphia,46
1905,,Saves,Jim Buchanan,St. Louis,2
1905,,Shutouts,Ed Killian,Detroit,8
1905,,Strikeouts,Rube Waddell,Philadelphia,287
1905,,Winning Percentage,Rube Waddell,Philadelphia,.730
1905,,Wins,Rube Waddell,Philadelphia,27
1905,,Statistic,Name(s),Team(s),#
1906,,Statistic,Name(s),Team(s),#
1906,,Base on Balls,Topsy Hartsel,Philadelphia,88
1906,,Batting Average,George Stone,St. Louis,.358
1906,,Doubles,Nap Lajoie,Cleveland,48
1906,,Hits,Nap Lajoie,Cleveland,214
1906,,Home Runs,Harry Davis,Philadelphia,12
1906,,On Base Percentage,George Stone,St. Louis,.417
1906,,RBI,Harry Davis,Philadelphia,96
1906,,Runs,Elmer Flick,Cleveland,98
1906,,Slugging Average,George Stone,St. Louis,.501
1906,,Stolen Bases,John Anderson,Washington,39
1906,,Total Bases,George Stone,St. Louis,291
1906,,Triples,Elmer Flick,Cleveland,22
1906,,Statistic,Name(s),Team(s),#
1906,,Statistic,Name(s),Team(s),#
1906,,Complete Games,Al Orth,New York,36
1906,,ERA,Doc White,Chicago,1.52
1906,,Games,Jack Chesbro,New York,49
1906,,Saves,Chief Bender,Philadelphia,3
1906,,Shutouts,Ed Walsh,Chicago,10
1906,,Strikeouts,Rube Waddell,Philadelphia,196
1906,,Winning Percentage,Eddie Plank,Philadelphia,.760
1906,,Wins,Al Orth,New York,27
1906,,Statistic,Name(s),Team(s),#
1907,,Statistic,Name(s),Team(s),#
1907,,Base on Balls,Topsy Hartsel,Philadelphia,106
1907,,Batting Average,Ty Cobb,Detroit,.350
1907,,Doubles,Harry Davis,Philadelphia,35
1907,,Hits,Ty Cobb,Detroit,212
1907,,Home Runs,Harry Davis,Philadelphia,8
1907,,On Base Percentage,Topsy Hartsel,Philadelphia,.405
1907,,RBI,Ty Cobb,Detroit,119
1907,,Runs,Sam Crawford,Detroit,102
1907,,Slugging Average,Ty Cobb,Detroit,.468
1907,,Stolen Bases,Ty Cobb,Detroit,49
1907,,Total Bases,Ty Cobb,Detroit,283
1907,,Triples,Elmer Flick,Cleveland,18
1907,,Statistic,Name(s),Team(s),#
1907,,Statistic,Name(s),Team(s),#
1907,,Complete Games,Ed Walsh,Chicago,37
1907,,ERA,Ed Walsh,Chicago,1.60
1907,,Games,Ed Walsh,Chicago,56
1907,,Saves,Bill Dinneen,Philadelphia,4
1907,,Shutouts,Eddie Plank,Philadelphia,8
1907,,Strikeouts,Rube Waddell,Philadelphia,232
1907,,Winning Percentage,Bill Donovan,Detroit,.862
1907,,Wins,Addie Joss,Cleveland,27
1907,,Statistic,Name(s),Team(s),#
1908,,Statistic,Name(s),Team(s),#
1908,,Base on Balls,Topsy Hartsel,Philadelphia,93
1908,,Batting Average,Ty Cobb,Detroit,.324
1908,,Doubles,Ty Cobb,Detroit,36
1908,,Hits,Ty Cobb,Detroit,188
1908,,Home Runs,Sam Crawford,Detroit,7
1908,,On Base Percentage,Doc Gessler,Boston,.394
1908,,RBI,Ty Cobb,Detroit,108
1908,,Runs,Matty McIntyre,Detroit,105
1908,,Slugging Average,Ty Cobb,Detroit,.476
1908,,Stolen Bases,Patsy Dougherty,Chicago,47
1908,,Total Bases,Ty Cobb,Detroit,276
1908,,Triples,Ty Cobb,Detroit,20
1908,,Statistic,Name(s),Team(s),#
1908,,Statistic,Name(s),Team(s),#
1908,,Complete Games,Ed Walsh,Chicago,42
1908,,ERA,Addie Joss,Cleveland,1.16
1908,,Games,Ed Walsh,Chicago,66
1908,,Saves,Ed Walsh,Chicago,6
1908,,Shutouts,Ed Walsh,Chicago,11
1908,,Strikeouts,Ed Walsh,Chicago,269
1908,,Winning Percentage,Ed Walsh,Chicago,.727
1908,,Wins,Ed Walsh,Chicago,40
1908,,Statistic,Name(s),Team(s),#
1919,,Statistic,Name(s),Team(s),#
1919,,Base on Balls,Jack Graney,Cleveland,105
1919,,Batting Average,Ty Cobb,Detroit,.384
1919,,Doubles,BobbyVeach,Detroit,45
1919,,Hits,Ty Cobb,Detroit,191
1919,,Home Runs,Babe Ruth,Boston,29
1919,,On Base Percentage,Babe Ruth,Boston,.456
1919,,RBI,Babe Ruth,Boston,114
1919,,Runs,Babe Ruth,Boston,103
1919,,Slugging Average,Babe Ruth,Boston,.657
1919,,Stolen Bases,Eddie Collins,Chicago,33
1919,,Total Bases,Babe Ruth,Boston,284
1919,,Triples,BobbyVeach,Detroit,17
1919,,Statistic,Name(s),Team(s),#
1919,,Statistic,Name(s),Team(s),#
1919,,Complete Games,Eddie Cicotte,Chicago,30
1919,,ERA,Walter Johnson,Washington,1.49
1919,,Games,Jim Shaw,Washington,45
1919,,Saves,Allan Russell,New York,5
1919,,Shutouts,Walter Johnson,Washington,7
1919,,Strikeouts,Walter Johnson,Washington,147
1919,,Winning Percentage,Eddie Cicotte,Chicago,.806
1919,,Wins,Eddie Cicotte,Chicago,29
1919,,Statistic,Name(s),Team(s),#
1920,,Statistic,Name(s),Team(s),#
1920,,Base on Balls,Babe Ruth,New York,150
1920,,Batting Average,George Sisler,St. Louis,.407
1920,,Doubles,Tris Speaker,Cleveland,50
1920,,Hits,George Sisler,St. Louis,257
1920,,Home Runs,Babe Ruth,New York,54
1920,,On Base Percentage,Babe Ruth,New York,.532
1920,,RBI,Babe Ruth,New York,137
1920,,Runs,Babe Ruth,New York,158
1920,,Slugging Average,Babe Ruth,New York,.847
1920,,Stolen Bases,Sam Rice,Washington,63
1920,,Total Bases,George Sisler,St. Louis,399
1920,,Triples,Joe Jackson,Chicago,20
1920,,Statistic,Name(s),Team(s),#
1920,,Statistic,Name(s),Team(s),#
1920,,Complete Games,Jim Bagby,Cleveland,30
1920,,ERA,Bob Shawkey,New York,2.45
1920,,Games,Jim Bagby,Cleveland,48
1920,,Saves,Dickie Kerr,Chicago,5
1920,,Shutouts,Carl Mays,New York,6
1920,,Strikeouts,Stan Coveleski,Cleveland,133
1920,,Winning Percentage,Jim Bagby,Cleveland,.721
1920,,Wins,Jim Bagby,Cleveland,31
1920,,Statistic,Name(s),Team(s),#
1921,,Statistic,Name(s),Team(s),#
1921,,Base on Balls,Babe Ruth,New York,145
1921,,Batting Average,Harry Heilmann,Detroit,.394
1921,,Doubles,Tris Speaker,Cleveland,52
1921,,Hits,Harry Heilmann,Detroit,237
1921,,Home Runs,Babe Ruth,New York,59
1921,,On Base Percentage,Babe Ruth,New York,.512
1921,,RBI,Babe Ruth,New York,171
1921,,Runs,Babe Ruth,New York,177
1921,,Slugging Average,Babe Ruth,New York,.846
1921,,Stolen Bases,George Sisler,St. Louis,35
1921,,Total Bases,Babe Ruth,New York,457
1921,,Triples,Howie Shanks,Washington,18
1921,,Statistic,Name(s),Team(s),#
1921,,Statistic,Name(s),Team(s),#
1921,,Complete Games,Red Faber,Chicago,32
1921,,ERA,Red Faber,Chicago,2.48
1921,,Games,Carl Mays,New York,49
1921,,Saves,Carl Mays,New York,7
1921,,Shutouts,Sam Jones,Boston,5
1921,,Strikeouts,Walter Johnson,Washington,143
1921,,Winning Percentage,Carl Mays,New York,.750
1921,,Wins,Carl Mays,New York,27
1921,,Statistic,Name(s),Team(s),#
1922,,Statistic,Name(s),Team(s),#
1922,,Base on Balls,Whitey Witt,New York,89
1922,,Batting Average,George Sisler,St. Louis,.420
1922,,Doubles,Tris Speaker,Cleveland,48
1922,,Hits,George Sisler,St. Louis,246
1922,,Home Runs,Ken Williams,St. Louis,39
1922,,On Base Percentage,Tris Speaker,Cleveland,.474
1922,,RBI,Ken Williams,St. Louis,155
1922,,Runs,George Sisler,St. Louis,134
1922,,Slugging Average,Babe Ruth,New York,.672
1922,,Stolen Bases,George Sisler,St. Louis,51
1922,,Total Bases,Ken Williams,St. Louis,367
1922,,Triples,George Sisler,St. Louis,18
1922,,Statistic,Name(s),Team(s),#
1922,,Statistic,Name(s),Team(s),#
1922,,Complete Games,Red Faber,Chicago,31
1922,,ERA,Red Faber,Chicago,2.81
1922,,Games,Eddie Rommel,Philadelphia,51
1922,,Saves,Sam Jones,New York,8
1922,,Shutouts,George Uhle,Cleveland,5
1922,,Strikeouts,Urban Shocker,St. Louis,149
1922,,Winning Percentage,Joe Bush,New York,.788
1922,,Wins,Eddie Rommel,Philadelphia,27
1922,,Statistic,Name(s),Team(s),#
1923,,Statistic,Name(s),Team(s),#
1923,,Base on Balls,Babe Ruth,New York,170
1923,,Batting Average,Harry Heilmann,Detroit,.403
1923,,Doubles,Tris Speaker,Cleveland,59
1923,,Hits,Charlie Jamieson,Cleveland,222
1923,,Home Runs,Babe Ruth,New York,41
1923,,On Base Percentage,Babe Ruth,New York,.545
1923,,RBI,Babe Ruth,New York,131
1923,,Runs,Babe Ruth,New York,151
1923,,Slugging Average,Babe Ruth,New York,.764
1923,,Stolen Bases,Eddie Collins,Chicago,48
1923,,Total Bases,Babe Ruth,New York,399
1923,,Triples,Goose Goslin,Washington,18
1923,,Statistic,Name(s),Team(s),#
1923,,Statistic,Name(s),Team(s),#
1923,,Complete Games,George Uhle,Cleveland,29
1923,,ERA,Stan Coveleski,Cleveland,2.76
1923,,Games,Eddie Rommel,Philadelphia,56
1923,,Saves,Allan Russell,Washington,9
1923,,Shutouts,Stan Coveleski,Cleveland,5
1923,,Strikeouts,Walter Johnson,Washington,130
1923,,Winning Percentage,Herb Pennock,New York,.760
1923,,Wins,George Uhle,Cleveland,26
1923,,Statistic,Name(s),Team(s),#
1924,,Statistic,Name(s),Team(s),#
1924,,Base on Balls,Babe Ruth,New York,142
1924,,Batting Average,Babe Ruth,New York,.378
1924,,Doubles,Harry Heilmann,Detroit,45
1924,,Hits,Sam Rice,Washington,216
1924,,Home Runs,Babe Ruth,New York,46
1924,,On Base Percentage,Babe Ruth,New York,.513
1924,,RBI,Goose Goslin,Washington,129
1924,,Runs,Babe Ruth,New York,143
1924,,Slugging Average,Babe Ruth,New York,.739
1924,,Stolen Bases,Eddie Collins,Chicago,42
1924,,Total Bases,Babe Ruth,New York,391
1924,,Triples,Wally Pipp,New York,19
1924,,Statistic,Name(s),Team(s),#
1924,,Statistic,Name(s),Team(s),#
1924,,Complete Games,Sloppy Thurston,Chicago,28
1924,,ERA,Walter Johnson,Washington,2.72
1924,,Games,Firpo Marberry,Washington,50
1924,,Saves,Firpo Marberry,Washington,15
1924,,Shutouts,Walter Johnson,Washington,6
1924,,Strikeouts,Walter Johnson,Washington,158
1924,,Winning Percentage,Walter Johnson,Washington,.767
1924,,Wins,Walter Johnson,Washington,23
1924,,Statistic,Name(s),Team(s),#
1925,,Statistic,Name(s),Team(s),#
1925,,Base on Balls,Willie Kamm,Chicago,90
1925,,Batting Average,Harry Heilmann,Detroit,.393
1925,,Doubles,Marty McManus,St. Louis,44
1925,,Hits,Al Simmons,Philadelphia,253
1925,,Home Runs,Bob Meusel,New York,33
1925,,On Base Percentage,Tris Speaker,Cleveland,.479
1925,,RBI,Bob Meusel,New York,138
1925,,Runs,Johnny Mostil,Chicago,135
1925,,Slugging Average,Ken Williams,St. Louis,.613
1925,,Stolen Bases,Johnny Mostil,Chicago,43
1925,,Total Bases,Al Simmons,Philadelphia,392
1925,,Triples,Goose Goslin,Washington,20
1925,,Statistic,Name(s),Team(s),#
1925,,Statistic,Name(s),Team(s),#
1925,,Complete Games,Howard Ehmke,Boston,22
1925,,ERA,Stan Coveleski,Washington,2.84
1925,,Games,Firpo Marberry,Washington,55
1925,,Saves,Firpo Marberry,Washington,15
1925,,Shutouts,Ted Lyons,Chicago,5
1925,,Strikeouts,Lefty Grove,Philadelphia,116
1925,,Winning Percentage,Stan Coveleski,Washington,.800
1925,,Wins,Ted Lyons,Chicago,21
1925,,Statistic,Name(s),Team(s),#
1926,,Statistic,Name(s),Team(s),#
1926,,Base on Balls,Babe Ruth,New York,144
1926,,Batting Average,Heinie Manush,Detroit,.378
1926,,Doubles,George Burns,Cleveland,64
1926,,Hits,Sam Rice,Washington,216
1926,,Home Runs,Babe Ruth,New York,47
1926,,On Base Percentage,Babe Ruth,New York,.516
1926,,RBI,Babe Ruth,New York,146
1926,,Runs,Babe Ruth,New York,139
1926,,Slugging Average,Babe Ruth,New York,.737
1926,,Stolen Bases,Johnny Mostil,Chicago,35
1926,,Total Bases,Babe Ruth,New York,365
1926,,Triples,Babe Ruth,New York,20
1926,,Statistic,Name(s),Team(s),#
1926,,Statistic,Name(s),Team(s),#
1926,,Complete Games,George Uhle,Cleveland,32
1926,,ERA,Lefty Grove,Philadelphia,2.51
1926,,Games,Firpo Marberry,Washington,64
1926,,Saves,Firpo Marberry,Washington,22
1926,,Shutouts,Ed Wells,Detroit,4
1926,,Strikeouts,Lefty Grove,Philadelphia,194
1926,,Winning Percentage,George Uhle,Cleveland,.711
1926,,Wins,George Uhle,Cleveland,27
1926,,Statistic,Name(s),Team(s),#
1927,,Statistic,Name(s),Team(s),#
1927,,Base on Balls,Babe Ruth,New York,137
1927,,Batting Average,Harry Heilmann,Detroit,.398
1927,,Doubles,Lou Gehrig,New York,52
1927,,Hits,Earle Combs,New York,231
1927,,Home Runs,Babe Ruth,New York,60
1927,,On Base Percentage,Babe Ruth,New York,.486
1927,,RBI,Lou Gehrig,New York,175
1927,,Runs,Babe Ruth,New York,158
1927,,Slugging Average,Babe Ruth,New York,.772
1927,,Stolen Bases,George Sisler,St. Louis,27
1927,,Total Bases,Lou Gehrig,New York,447
1927,,Triples,Earle Combs,New York,23
1927,,Statistic,Name(s),Team(s),#
1927,,Statistic,Name(s),Team(s),#
1927,,Complete Games,Ted Lyons,Chicago,30
1927,,ERA,Wilcy Moore,New York,2.28
1927,,Games,Garland Braxton,Washington,58
1927,,Saves,Garland Braxton,Washington,13
1927,,Shutouts,Hod Lisenbee,Washington,4
1927,,Strikeouts,Lefty Grove,Philadelphia,174
1927,,Winning Percentage,Waite Hoyt,New York,.759
1927,,Wins,Waite Hoyt,New York,22
1927,,Statistic,Name(s),Team(s),#
1928,,Statistic,Name(s),Team(s),#
1928,,Base on Balls,Babe Ruth,New York,137
1928,,Batting Average,Goose Goslin,Washington,.379
1928,,Doubles,Lou Gehrig,New York,47
1928,,Hits,Henie Manush,St. Louis,241
1928,,Home Runs,Babe Ruth,New York,54
1928,,On Base Percentage,Lou Gehrig,New York,.467
1928,,RBI,Lou Gehrig,New York,142
1928,,Runs,Babe Ruth,New York,163
1928,,Slugging Average,Babe Ruth,New York,.709
1928,,Stolen Bases,Buddy Myer,Boston,30
1928,,Total Bases,Babe Ruth,New York,380
1928,,Triples,Earle Combs,New York,21
1928,,Statistic,Name(s),Team(s),#
1928,,Statistic,Name(s),Team(s),#
1928,,Complete Games,Red Ruffing,Boston,25
1928,,ERA,Garland Braxton,Washington,2.51
1928,,Games,Firpo Marberry,Washington,48
1928,,Saves,Waite Hoyt,New York,8
1928,,Shutouts,Herb Pennock,New York,5
1928,,Strikeouts,Lefty Grove,Philadelphia,183
1928,,Winning Percentage,Alvin Crowder,St. Louis,.808
1928,,Wins,Lefty Grove,Philadelphia,24
1928,,Statistic,Name(s),Team(s),#
1929,,Statistic,Name(s),Team(s),#
1929,,Base on Balls,Max Bishop,Philadelphia,128
1929,,Batting Average,Lew Fonseca,Cleveland,.369
1929,,Doubles,Charlie Gehringer,Detroit,45
1929,,Hits,Dale Alexander,Detroit,215
1929,,Home Runs,Babe Ruth,New York,46
1929,,On Base Percentage,Jimmie Foxx,Philadelphia,.463
1929,,RBI,Al Simmons,Philadelphia,157
1929,,Runs,Charlie Gehringer,Detroit,131
1929,,Slugging Average,Babe Ruth,New York,.697
1929,,Stolen Bases,Charlie Gehringer,Detroit,27
1929,,Total Bases,Al Simmons,Philadelphia,373
1929,,Triples,Charlie Gehringer,Detroit,19
1929,,Statistic,Name(s),Team(s),#
1929,,Statistic,Name(s),Team(s),#
1929,,Complete Games,Tommy Thomas,Chicago,24
1929,,ERA,Lefty Grove,Philadelphia,2.81
1929,,Games,Firpo Marberry,Washington,49
1929,,Saves,Firpo Marberry,Washington,11
1929,,Shutouts,George Blaeholder,St. Louis,5
1929,,Strikeouts,Lefty Grove,Philadelphia,170
1929,,Winning Percentage,Lefty Grove,Philadelphia,.769
1929,,Wins,George Earnshaw,Philadelphia,24
1929,,Statistic,Name(s),Team(s),#
1930,,Statistic,Name(s),Team(s),#
1930,,Base on Balls,Babe Ruth,New York,136
1930,,Batting Average,Al Simmons,Philadelphia,.381
1930,,Doubles,Johnny Hodapp,Cleveland,51
1930,,Hits,Johnny Hodapp,Cleveland,225
1930,,Home Runs,Babe Ruth,New York,49
1930,,On Base Percentage,Babe Ruth,New York,.493
1930,,RBI,Lou Gehrig,New York,174
1930,,Runs,Al Simmons,Philadelphia,152
1930,,Slugging Average,Babe Ruth,New York,.732
1930,,Stolen Bases,Marty McManus,Detroit,23
1930,,Total Bases,Lou Gehrig,New York,419
1930,,Triples,Earle Combs,New York,22
1930,,Statistic,Name(s),Team(s),#
1930,,Statistic,Name(s),Team(s),#
1930,,Complete Games,Ted Lyons,Chicago,29
1930,,ERA,Lefty Grove,Philadelphia,2.54
1930,,Games,Lefty Grove,Philadelphia,50
1930,,Saves,Lefty Grove,Philadelphia,9
1930,,Shutouts,Clint Brown,Cleveland,3
1930,,Strikeouts,Lefty Grove,Philadelphia,209
1930,,Winning Percentage,Lefty Grove,Philadelphia,.848
1930,,Wins,Lefty Grove,Philadelphia,28
1930,,Statistic,Name(s),Team(s),#
1931,,Statistic,Name(s),Team(s),#
1931,,Base on Balls,Babe Ruth,New York,128
1931,,Batting Average,Al Simmons,Philadelphia,.390
1931,,Doubles,Earl Webb,Boston,67
1931,,Hits,Lou Gehrig,New York,211
1931,,Home Runs,Lou Gehrig,New York,46
1931,,On Base Percentage,Babe Ruth,New York,.495
1931,,RBI,Lou Gehrig,New York,184
1931,,Runs,Lou Gehrig,New York,163
1931,,Slugging Average,Babe Ruth,New York,.700
1931,,Stolen Bases,Ben Chapman,New York,61
1931,,Total Bases,Lou Gehrig,New York,410
1931,,Triples,Roy Johnson,Detroit,19
1931,,Statistic,Name(s),Team(s),#
1931,,Statistic,Name(s),Team(s),#
1931,,Complete Games,Wes Ferrell,Cleveland,27
1931,,ERA,Lefty Grove,Philadelphia,2.06
1931,,Games,Bump Hadley,Washington,55
1931,,Saves,Wilcy Moore,Boston,10
1931,,Shutouts,Lefty Grove,Philadelphia,4
1931,,Strikeouts,Lefty Grove,Philadelphia,175
1931,,Winning Percentage,Lefty Grove,Philadelphia,.886
1931,,Wins,Lefty Grove,Philadelphia,31
1931,,Statistic,Name(s),Team(s),#
1932,,Statistic,Name(s),Team(s),#
1932,,Base on Balls,Babe Ruth,New York,130
1932,,Batting Average,Dale Alexander *,Detroit,.367
1932,,Doubles,Eric McNair,Philadelphia,47
1932,,Hits,Al Simmons,Philadelphia,216
1932,,Home Runs,Jimmie Foxx,Philadelphia,58
1932,,On Base Percentage,Babe Ruth,New York,.489
1932,,RBI,Jimmie Foxx,Philadelphia,169
1932,,Runs,Jimmie Foxx,Philadelphia,151
1932,,Slugging Average,Jimmie Foxx,Philadelphia,.749
1932,,Stolen Bases,Ben Chapman,New York,38
1932,,Total Bases,Jimmie Foxx,Philadelphia,438
1932,,Triples,Joe Cronin,Washington,18
1932,,Statistic,Name(s),Team(s),#
1932,,Statistic,Name(s),Team(s),#
1932,,Complete Games,Lefty Grove,Philadelphia,27
1932,,ERA,Lefty Grove,Philadelphia,2.84
1932,,Games,Firpo Marberry,Washington,54
1932,,Saves,Firpo Marberry,Washington,13
1932,,Shutouts,Tommy Bridges,Detroit,4
1932,,Strikeouts,Red Ruffing,New York,190
1932,,Winning Percentage,Johnny Allen,New York,.810
1932,,Wins,Alvin Crowder,Washington,26
1932,,Statistic,Name(s),Team(s),#
1933,,Statistic,Name(s),Team(s),#
1933,,Base on Balls,Babe Ruth,New York,114
1933,,Batting Average,Jimmie Foxx,Philadelphia,.356
1933,,Doubles,Joe Cronin,Washington,45
1933,,Hits,Heinie Manush,Washington,221
1933,,Home Runs,Jimmie Foxx,Philadelphia,48
1933,,On Base Percentage,Mickey Cochrane,Philadelphia,.459
1933,,RBI,Jimmie Foxx,Philadelphia,163
1933,,Runs,Lou Gehrig,New York,138
1933,,Slugging Average,Jimmie Foxx,Philadelphia,.703
1933,,Stolen Bases,Ben Chapman,New York,27
1933,,Total Bases,Jimmie Foxx,Philadelphia,403
1933,,Triples,Heinie Manush,Washington,17
1933,,Statistic,Name(s),Team(s),#
1933,,Statistic,Name(s),Team(s),#
1933,,Complete Games,Lefty Grove,Philadelphia,21
1933,,ERA,Monte Pearson,Cleveland,2.33
1933,,Games,Alvin Crowder,Washington,52
1933,,Saves,Jack Russell,Washington,13
1933,,Shutouts,Oral Hildebrand,Cleveland,6
1933,,Strikeouts,Lefty Gomez,New York,163
1933,,Winning Percentage,Lefty Grove,Philadelphia,.750
1933,,Wins,Lefty Grove,Philadelphia,24
1933,,Statistic,Name(s),Team(s),#
1934,,Statistic,Name(s),Team(s),#
1934,,Base on Balls,Jimmie Foxx,Philadelphia,111
1934,,Batting Average,Lou Gehrig,New York,.363
1934,,Doubles,Hank Greenberg,Detroit,63
1934,,Hits,Charlie Gehringer,Detroit,214
1934,,Home Runs,Lou Gehrig,New York,44
1934,,On Base Percentage,Lou Gehrig,New York,.465
1934,,RBI,Lou Gehrig,New York,165
1934,,Runs,Charlie Gehringer,Detroit,134
1934,,Slugging Average,Lou Gehrig,New York,.706
1934,,Stolen Bases,Billy Werber,Boston,40
1934,,Total Bases,Lou Gehrig,New York,409
1934,,Triples,Ben Chapman,New York,13
1934,,Statistic,Name(s),Team(s),#
1934,,Statistic,Name(s),Team(s),#
1934,,Complete Games,Lefty Gomez,New York,25
1934,,ERA,Lefty Gomez,New York,2.33
1934,,Games,Jack Russell,Washington,54
1934,,Saves,Jack Russell,Washington,7
1934,,Shutouts,Mel Harder,Cleveland,6
1934,,Strikeouts,Lefty Gomez,New York,158
1934,,Winning Percentage,Lefty Gomez,New York,.839
1934,,Wins,Lefty Gomez,New York,26
1934,,Statistic,Name(s),Team(s),#
1945,,Statistic,Name(s),Team(s),#
